path,label
synthetic_chars/0_0.png,0
synthetic_chars/0_1.png,0
synthetic_chars/0_2.png,0
synthetic_chars/0_3.png,0
synthetic_chars/0_4.png,0
synthetic_chars/0_5.png,0
synthetic_chars/0_6.png,0
synthetic_chars/0_7.png,0
synthetic_chars/0_8.png,0
synthetic_chars/0_9.png,0
synthetic_chars/0_10.png,0
synthetic_chars/0_11.png,0
synthetic_chars/0_12.png,0
synthetic_chars/0_13.png,0
synthetic_chars/0_14.png,0
synthetic_chars/0_15.png,0
synthetic_chars/0_16.png,0
synthetic_chars/0_17.png,0
synthetic_chars/0_18.png,0
synthetic_chars/0_19.png,0
synthetic_chars/0_20.png,0
synthetic_chars/0_21.png,0
synthetic_chars/0_22.png,0
synthetic_chars/0_23.png,0
synthetic_chars/0_24.png,0
synthetic_chars/0_25.png,0
synthetic_chars/0_26.png,0
synthetic_chars/0_27.png,0
synthetic_chars/0_28.png,0
synthetic_chars/0_29.png,0
synthetic_chars/0_30.png,0
synthetic_chars/0_31.png,0
synthetic_chars/0_32.png,0
synthetic_chars/0_33.png,0
synthetic_chars/0_34.png,0
synthetic_chars/0_35.png,0
synthetic_chars/0_36.png,0
synthetic_chars/0_37.png,0
synthetic_chars/0_38.png,0
synthetic_chars/0_39.png,0
synthetic_chars/0_40.png,0
synthetic_chars/0_41.png,0
synthetic_chars/0_42.png,0
synthetic_chars/0_43.png,0
synthetic_chars/0_44.png,0
synthetic_chars/0_45.png,0
synthetic_chars/0_46.png,0
synthetic_chars/0_47.png,0
synthetic_chars/0_48.png,0
synthetic_chars/0_49.png,0
synthetic_chars/0_50.png,0
synthetic_chars/0_51.png,0
synthetic_chars/0_52.png,0
synthetic_chars/0_53.png,0
synthetic_chars/0_54.png,0
synthetic_chars/0_55.png,0
synthetic_chars/0_56.png,0
synthetic_chars/0_57.png,0
synthetic_chars/0_58.png,0
synthetic_chars/0_59.png,0
synthetic_chars/0_60.png,0
synthetic_chars/0_61.png,0
synthetic_chars/0_62.png,0
synthetic_chars/0_63.png,0
synthetic_chars/0_64.png,0
synthetic_chars/0_65.png,0
synthetic_chars/0_66.png,0
synthetic_chars/0_67.png,0
synthetic_chars/0_68.png,0
synthetic_chars/0_69.png,0
synthetic_chars/0_70.png,0
synthetic_chars/0_71.png,0
synthetic_chars/0_72.png,0
synthetic_chars/0_73.png,0
synthetic_chars/0_74.png,0
synthetic_chars/0_75.png,0
synthetic_chars/0_76.png,0
synthetic_chars/0_77.png,0
synthetic_chars/0_78.png,0
synthetic_chars/0_79.png,0
synthetic_chars/0_80.png,0
synthetic_chars/0_81.png,0
synthetic_chars/0_82.png,0
synthetic_chars/0_83.png,0
synthetic_chars/0_84.png,0
synthetic_chars/0_85.png,0
synthetic_chars/0_86.png,0
synthetic_chars/0_87.png,0
synthetic_chars/0_88.png,0
synthetic_chars/0_89.png,0
synthetic_chars/0_90.png,0
synthetic_chars/0_91.png,0
synthetic_chars/0_92.png,0
synthetic_chars/0_93.png,0
synthetic_chars/0_94.png,0
synthetic_chars/0_95.png,0
synthetic_chars/0_96.png,0
synthetic_chars/0_97.png,0
synthetic_chars/0_98.png,0
synthetic_chars/0_99.png,0
